date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:40:47	2315/2315	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:10:46%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fclassic-grid%2F	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed6190.json	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:40:48	2399/2399	---MC-	200	added ('OK')	text/xml	date:Wed,%2016%20Mar%202022%2008:10:47%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fclassic-grid%2F&format=xml	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed5f74	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:40:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Mar%202022%2008:10:49%20GMT	http://el.commonsupport.com/newwp/naxly/?p=593	D:/NAXLY/el.commonsupport.com/newwp/naxly/index4808.html	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:40:50	23921/23921	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:10:46%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/593	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/593.json	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:40:52	77981/77981	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Dec%202020%2017:06:10%20GMT	http://el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/gallery-29.jpg	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/gallery-29.jpg	(from http://el.commonsupport.com/newwp/naxly/naxly_project/baby-care-mobile-app/)
13:40:52	25092/25092	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Dec%202020%2017:06:10%20GMT	http://el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/news-9.jpg	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/news-9.jpg	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:40:59	72258/72258	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:10:53%20GMT	http://el.commonsupport.com/newwp/naxly/2020/08/naxly-as-the-winners-in-global-agency-awards-3/	D:/NAXLY/el.commonsupport.com/newwp/naxly/2020/08/naxly-as-the-winners-in-global-agency-awards-3/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:40:59	27124/27124	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Dec%202020%2017:06:10%20GMT	http://el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/news-7.jpg	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/news-7.jpg	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:40:59	44028/44028	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Dec%202020%2017:06:10%20GMT	http://el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/news-5.jpg	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/news-5.jpg	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:41:05	21194/21194	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Dec%202020%2017:06:10%20GMT	http://el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/news-8.jpg	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/news-8.jpg	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:41:05	72352/72352	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:10:59%20GMT	http://el.commonsupport.com/newwp/naxly/2020/08/naxly-as-the-winners-in-global-agency-awards-2/	D:/NAXLY/el.commonsupport.com/newwp/naxly/2020/08/naxly-as-the-winners-in-global-agency-awards-2/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:41:05	72368/72368	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:10:59%20GMT	http://el.commonsupport.com/newwp/naxly/2020/08/naxly-named-as-a-global-leader-in-big-data-2/	D:/NAXLY/el.commonsupport.com/newwp/naxly/2020/08/naxly-named-as-a-global-leader-in-big-data-2/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:41:13	72515/72515	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:06%20GMT	http://el.commonsupport.com/newwp/naxly/2020/08/the-current-state-of-artificial-intelligence-infographic-2/	D:/NAXLY/el.commonsupport.com/newwp/naxly/2020/08/the-current-state-of-artificial-intelligence-infographic-2/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:41:14	72613/72613	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:06%20GMT	http://el.commonsupport.com/newwp/naxly/2020/08/the-current-state-of-artificial-intelligence-infographic-3/	D:/NAXLY/el.commonsupport.com/newwp/naxly/2020/08/the-current-state-of-artificial-intelligence-infographic-3/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:41:14	26530/26530	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Dec%202020%2017:06:10%20GMT	http://el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/news-10.jpg	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/news-10.jpg	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:41:19	46304/46304	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:15%20GMT	http://el.commonsupport.com/newwp/naxly/classic-grid/page/2/	D:/NAXLY/el.commonsupport.com/newwp/naxly/classic-grid/page/2/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:41:19	72359/72359	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:14%20GMT	http://el.commonsupport.com/newwp/naxly/2020/08/naxly-named-as-a-global-leader-in-big-data-3/	D:/NAXLY/el.commonsupport.com/newwp/naxly/2020/08/naxly-named-as-a-global-leader-in-big-data-3/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-grid/)
13:41:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Mar%202022%2008:11:20%20GMT	http://el.commonsupport.com/newwp/naxly/?p=619	D:/NAXLY/el.commonsupport.com/newwp/naxly/index7867.html	(from http://el.commonsupport.com/newwp/naxly/classic-with-s-b/)
13:41:21	2338/2338	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:20%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fclassic-with-s-b%2F	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed2267.json	(from http://el.commonsupport.com/newwp/naxly/classic-with-s-b/)
13:41:22	2419/2419	---MC-	200	added ('OK')	text/xml	date:Wed,%2016%20Mar%202022%2008:11:21%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fclassic-with-s-b%2F&format=xml	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embedc8e4	(from http://el.commonsupport.com/newwp/naxly/classic-with-s-b/)
13:41:27	36445/36445	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:15%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/619	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/619.json	(from http://el.commonsupport.com/newwp/naxly/classic-with-s-b/)
13:41:27	46577/46577	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:22%20GMT	http://el.commonsupport.com/newwp/naxly/tag/global/	D:/NAXLY/el.commonsupport.com/newwp/naxly/tag/global/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-with-s-b/)
13:41:27	72212/72212	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:22%20GMT	http://el.commonsupport.com/newwp/naxly/2020/08/naxly-named-as-a-global-leader-in-big-data-4/	D:/NAXLY/el.commonsupport.com/newwp/naxly/2020/08/naxly-named-as-a-global-leader-in-big-data-4/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-with-s-b/)
13:41:27	226821/226821	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Dec%202020%2017:06:10%20GMT	http://el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/illastration-9.png	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/illastration-9.png	(from http://el.commonsupport.com/newwp/naxly/naxly_project/baby-care-mobile-app/)
13:41:34	46584/46584	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:28%20GMT	http://el.commonsupport.com/newwp/naxly/tag/hi-tech/	D:/NAXLY/el.commonsupport.com/newwp/naxly/tag/hi-tech/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-with-s-b/)
13:41:35	43792/43792	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Dec%202020%2017:06:10%20GMT	http://el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/news-19.jpg	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-content/uploads/2020/03/news-19.jpg	(from http://el.commonsupport.com/newwp/naxly/modern-with-s-b/)
13:41:35	53397/53397	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:28%20GMT	http://el.commonsupport.com/newwp/naxly/tag/industries/	D:/NAXLY/el.commonsupport.com/newwp/naxly/tag/industries/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-with-s-b/)
13:41:35	53405/53405	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:28%20GMT	http://el.commonsupport.com/newwp/naxly/tag/infographic/	D:/NAXLY/el.commonsupport.com/newwp/naxly/tag/infographic/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-with-s-b/)
13:41:38	46606/46606	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:35%20GMT	http://el.commonsupport.com/newwp/naxly/tag/solutions/	D:/NAXLY/el.commonsupport.com/newwp/naxly/tag/solutions/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-with-s-b/)
13:41:43	46599/46599	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:36%20GMT	http://el.commonsupport.com/newwp/naxly/tag/strategy/	D:/NAXLY/el.commonsupport.com/newwp/naxly/tag/strategy/index.html	(from http://el.commonsupport.com/newwp/naxly/classic-with-s-b/)
13:41:44	7636/7636	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:39%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/734	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/734.json	(from http://el.commonsupport.com/newwp/naxly/service-01/)
13:41:44	70050/70050	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:36%20GMT	http://el.commonsupport.com/newwp/naxly/modern-with-s-b/page/2/	D:/NAXLY/el.commonsupport.com/newwp/naxly/modern-with-s-b/page/2/index.html	(from http://el.commonsupport.com/newwp/naxly/modern-with-s-b/)
13:41:44	69049/69049	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:36%20GMT	http://el.commonsupport.com/newwp/naxly/modern-with-s-b/page/3/	D:/NAXLY/el.commonsupport.com/newwp/naxly/modern-with-s-b/page/3/index.html	(from http://el.commonsupport.com/newwp/naxly/modern-with-s-b/)
13:41:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Mar%202022%2008:11:45%20GMT	http://el.commonsupport.com/newwp/naxly/?p=734	D:/NAXLY/el.commonsupport.com/newwp/naxly/index7458.html	(from http://el.commonsupport.com/newwp/naxly/service-01/)
13:41:46	2305/2305	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:44%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fservice-01%2F	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed70e6.json	(from http://el.commonsupport.com/newwp/naxly/service-01/)
13:41:48	2389/2389	---MC-	200	added ('OK')	text/xml	date:Wed,%2016%20Mar%202022%2008:11:45%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fservice-01%2F&format=xml	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed516f	(from http://el.commonsupport.com/newwp/naxly/service-01/)
13:41:49	65775/65775	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:43%20GMT	http://el.commonsupport.com/newwp/naxly/modern-with-s-b/page/4/	D:/NAXLY/el.commonsupport.com/newwp/naxly/modern-with-s-b/page/4/index.html	(from http://el.commonsupport.com/newwp/naxly/modern-with-s-b/)
13:41:49	7116/7116	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:46%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/737	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/737.json	(from http://el.commonsupport.com/newwp/naxly/service-02/)
13:41:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Mar%202022%2008:11:49%20GMT	http://el.commonsupport.com/newwp/naxly/?p=737	D:/NAXLY/el.commonsupport.com/newwp/naxly/indexc2fc.html	(from http://el.commonsupport.com/newwp/naxly/service-02/)
13:41:50	77701/77701	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Mar%202022%2008:11:45%20GMT	http://el.commonsupport.com/newwp/naxly/2020/08/naxly-as-the-winners-in-global-agency-awards-6/	D:/NAXLY/el.commonsupport.com/newwp/naxly/2020/08/naxly-as-the-winners-in-global-agency-awards-6/index.html	(from http://el.commonsupport.com/newwp/naxly/?p=667)
13:41:50	2305/2305	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:49%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fservice-02%2F	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed90d3.json	(from http://el.commonsupport.com/newwp/naxly/service-02/)
13:41:50	2389/2389	---MC-	200	added ('OK')	text/xml	date:Wed,%2016%20Mar%202022%2008:11:50%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fservice-02%2F&format=xml	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed2011	(from http://el.commonsupport.com/newwp/naxly/service-02/)
13:41:51	13003/13003	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:50%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/745	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/745.json	(from http://el.commonsupport.com/newwp/naxly/about-01/)
13:41:51	2295/2295	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:51%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fabout-01%2F	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed5aeb.json	(from http://el.commonsupport.com/newwp/naxly/about-01/)
13:41:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Mar%202022%2008:11:51%20GMT	http://el.commonsupport.com/newwp/naxly/?p=745	D:/NAXLY/el.commonsupport.com/newwp/naxly/indexaaca.html	(from http://el.commonsupport.com/newwp/naxly/about-01/)
13:41:52	2379/2379	---MC-	200	added ('OK')	text/xml	date:Wed,%2016%20Mar%202022%2008:11:51%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fabout-01%2F&format=xml	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embedc09e	(from http://el.commonsupport.com/newwp/naxly/about-01/)
13:41:52	6205/6205	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:52%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/747	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/747.json	(from http://el.commonsupport.com/newwp/naxly/about-02/)
13:41:53	2295/2295	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:52%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fabout-02%2F	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed9546.json	(from http://el.commonsupport.com/newwp/naxly/about-02/)
13:41:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Mar%202022%2008:11:53%20GMT	http://el.commonsupport.com/newwp/naxly/?p=747	D:/NAXLY/el.commonsupport.com/newwp/naxly/indexa4b6.html	(from http://el.commonsupport.com/newwp/naxly/about-02/)
13:41:53	2379/2379	---MC-	200	added ('OK')	text/xml	date:Wed,%2016%20Mar%202022%2008:11:53%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fabout-02%2F&format=xml	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed51a9	(from http://el.commonsupport.com/newwp/naxly/about-02/)
13:41:54	6133/6133	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:53%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/749	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/749.json	(from http://el.commonsupport.com/newwp/naxly/about-03/)
13:41:54	2295/2295	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:54%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fabout-03%2F	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embedcbf0.json	(from http://el.commonsupport.com/newwp/naxly/about-03/)
13:41:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Mar%202022%2008:11:54%20GMT	http://el.commonsupport.com/newwp/naxly/?p=749	D:/NAXLY/el.commonsupport.com/newwp/naxly/index16d5.html	(from http://el.commonsupport.com/newwp/naxly/about-03/)
13:41:55	2379/2379	---MC-	200	added ('OK')	text/xml	date:Wed,%2016%20Mar%202022%2008:11:55%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fabout-03%2F&format=xml	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed54ad	(from http://el.commonsupport.com/newwp/naxly/about-03/)
13:41:55	7327/7327	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:55%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/762	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/762.json	(from http://el.commonsupport.com/newwp/naxly/about-04/)
13:41:56	2295/2295	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:56%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fabout-04%2F	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed3bd0.json	(from http://el.commonsupport.com/newwp/naxly/about-04/)
13:41:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Mar%202022%2008:11:56%20GMT	http://el.commonsupport.com/newwp/naxly/?p=762	D:/NAXLY/el.commonsupport.com/newwp/naxly/index272e.html	(from http://el.commonsupport.com/newwp/naxly/about-04/)
13:41:57	2379/2379	---MC-	200	added ('OK')	text/xml	date:Wed,%2016%20Mar%202022%2008:11:56%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fabout-04%2F&format=xml	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embeda6e8	(from http://el.commonsupport.com/newwp/naxly/about-04/)
13:41:57	7399/7399	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:57%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/768	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/768.json	(from http://el.commonsupport.com/newwp/naxly/about-05/)
13:41:58	2295/2295	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:57%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fabout-05%2F	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed561f.json	(from http://el.commonsupport.com/newwp/naxly/about-05/)
13:41:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Mar%202022%2008:11:58%20GMT	http://el.commonsupport.com/newwp/naxly/?p=768	D:/NAXLY/el.commonsupport.com/newwp/naxly/indexb916.html	(from http://el.commonsupport.com/newwp/naxly/about-05/)
13:41:58	2379/2379	---MC-	200	added ('OK')	text/xml	date:Wed,%2016%20Mar%202022%2008:11:58%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fabout-05%2F&format=xml	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embeda684	(from http://el.commonsupport.com/newwp/naxly/about-05/)
13:41:59	6680/6680	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:58%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/775	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/775.json	(from http://el.commonsupport.com/newwp/naxly/about-06/)
13:41:59	2295/2295	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:11:59%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fabout-06%2F	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed827c.json	(from http://el.commonsupport.com/newwp/naxly/about-06/)
13:41:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Mar%202022%2008:11:59%20GMT	http://el.commonsupport.com/newwp/naxly/?p=775	D:/NAXLY/el.commonsupport.com/newwp/naxly/index6289.html	(from http://el.commonsupport.com/newwp/naxly/about-06/)
13:42:00	2379/2379	---MC-	200	added ('OK')	text/xml	date:Wed,%2016%20Mar%202022%2008:11:59%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fabout-06%2F&format=xml	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embedf58c	(from http://el.commonsupport.com/newwp/naxly/about-06/)
13:42:00	7241/7241	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:12:00%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/785	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/785.json	(from http://el.commonsupport.com/newwp/naxly/work-01/)
13:42:01	2290/2290	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:12:01%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fwork-01%2F	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed075b.json	(from http://el.commonsupport.com/newwp/naxly/work-01/)
13:42:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Mar%202022%2008:12:01%20GMT	http://el.commonsupport.com/newwp/naxly/?p=785	D:/NAXLY/el.commonsupport.com/newwp/naxly/index6996.html	(from http://el.commonsupport.com/newwp/naxly/work-01/)
13:42:01	2374/2374	---MC-	200	added ('OK')	text/xml	date:Wed,%2016%20Mar%202022%2008:12:01%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fwork-01%2F&format=xml	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed9e24	(from http://el.commonsupport.com/newwp/naxly/work-01/)
13:42:02	8431/8431	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:12:02%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/791	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/wp/v2/pages/791.json	(from http://el.commonsupport.com/newwp/naxly/work-02/)
13:42:03	2290/2290	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Mar%202022%2008:12:02%20GMT	http://el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fel.commonsupport.com%2Fnewwp%2Fnaxly%2Fwork-02%2F	D:/NAXLY/el.commonsupport.com/newwp/naxly/wp-json/oembed/1.0/embed1a97.json	(from http://el.commonsupport.com/newwp/naxly/work-02/)
13:42:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Mar%202022%2008:12:03%20GMT	http://el.commonsupport.com/newwp/naxly/?p=791	D:/NAXLY/el.commonsupport.com/newwp/naxly/index106b.html	(from http://el.commonsupport.com/newwp/naxly/work-02/)
